19260130,0.000561,0.023174,0.143661,0.043982,0.003839,0.021334,0.026445,-0.001635,0.004253,0.002818,0.004725,-0.003837
19260227,-0.033046,-0.05351,-0.045718,-0.067602,-0.045779,-0.079699,-0.070859,-0.053558,-0.05208,-0.056464,-0.035508,-0.022392
19260331,-0.064002,-0.096824,-0.139863,-0.095192,-0.125909,-0.116952,-0.093662,-0.088367,-0.099882,-0.075299,-0.06946,-0.051874
19260430,0.037029,0.032975,0.046633,0.011215,0.010318,0.055662,0.062817,0.021249,0.04172,0.044396,0.034477,0.036293
19260528,0.012095,0.001035,-0.004305,-0.021611,0.002612,0.023445,0.009262,-0.00964,0.012968,0.01162,0.013865,0.013097
19260630,0.053664,0.050487,0.001354,0.048366,0.06317,0.036993,0.037166,0.032904,0.055509,0.053306,0.060762,0.053729
19260731,0.031411,0.013051,0.001944,0.022262,-0.005706,0.010793,0.007995,0.028931,0.016036,-6.3e-05,0.035584,0.039044
19260831,0.028647,0.031002,0.00541,0.066822,0.031689,0.021817,0.036003,0.024769,0.031235,0.021855,0.00778,0.035295
19260930,0.005787,-0.006499,0.004253,-0.02565,-0.009283,0.008334,0.005375,-0.011681,-0.014328,0.004121,-0.002456,0.011451
19261030,-0.028996,-0.03463,-0.022551,-0.029155,-0.023392,-0.051732,-0.027948,-0.016857,-0.044976,-0.035516,-0.027826,-0.02716
19261130,0.028554,0.024776,0.00651,0.026459,0.012604,0.034276,0.034761,0.033904,0.038977,0.030944,0.033647,0.025669
19261231,0.029211,0.025516,0.018044,0.026793,0.053952,0.020025,0.032043,0.019592,0.011399,0.032529,0.034021,0.029075
19270131,0.002416,0.012556,0.003172,0.002805,0.014317,0.032929,0.016315,0.000204,0.020612,0.007512,0.007482,-0.002207
19270228,0.04537,0.055748,0.092438,0.07166,0.058662,0.053087,0.063236,0.064697,0.076746,0.039833,0.042902,0.041793
19270331,0.003756,-0.01929,-0.088693,-0.008173,-0.028944,-0.003188,-0.032311,-0.033397,-0.007091,-0.014345,0.001849,0.012043
19270430,0.007225,0.007494,0.039481,0.022963,-0.002202,0.005944,0.007973,0.0072,0.001073,-0.006035,0.003022,0.010453
19270531,0.057773,0.062691,0.075115,0.076116,0.102096,0.090009,0.039405,0.064919,0.081353,0.060786,0.0606,0.053249
19270630,-0.021087,-0.019708,-0.031104,-0.046546,-0.004492,-0.006333,-0.017199,-0.000806,-0.015678,-0.026593,-0.032439,-0.019647
19270730,0.075279,0.05808,0.072731,0.044965,0.054679,0.030701,0.044819,0.053533,0.063468,0.069224,0.056557,0.086322
19270831,0.02249,0.004247,-0.004154,-0.01282,-0.01179,-0.00099,0.005784,-0.012889,0.006845,0.013053,0.019656,0.029562
19270930,0.049924,0.032308,-0.006315,0.0299,0.018491,0.027097,0.024686,0.059165,0.056898,0.051292,0.046465,0.051737
19271031,-0.04077,-0.038529,-0.05634,-0.057721,-0.055306,-0.017724,-0.028274,-0.019678,-0.032767,-0.036301,-0.046828,-0.042097
19271130,0.068453,0.097758,0.151983,0.089883,0.096032,0.11086,0.067772,0.070954,0.07673,0.073683,0.074324,0.06364
19271231,0.023782,0.029677,0.061282,0.010987,0.020371,0.024959,0.032628,0.035111,0.03349,0.035554,0.043869,0.015569
19280131,-0.00334,0.032441,0.082891,0.036933,0.050425,0.024538,0.007223,0.032571,0.010485,-0.005964,0.01896,-0.013901
19280229,-0.014478,-0.022508,-0.017513,-0.017698,-0.020122,-0.029133,-0.03966,-0.023506,-0.02291,-0.040592,-0.025027,-0.005626
19280331,0.090478,0.071583,0.023658,0.064201,0.076955,0.081474,0.076788,0.075151,0.075976,0.076318,0.076708,0.099223
19280430,0.043846,0.087466,0.224499,0.183015,0.083906,0.057361,0.075368,0.069206,0.068872,0.046976,0.041375,0.036652
19280531,0.01769,0.037591,0.12849,0.036144,0.052157,-0.01328,0.017232,0.028186,0.020126,0.012563,0.022465,0.016
19280630,-0.045245,-0.069074,-0.104891,-0.13488,-0.069093,-0.061488,-0.069361,-0.052095,-0.056888,-0.065891,-0.059967,-0.034886
19280731,0.0094,0.003047,0.010951,-0.006581,0.014548,-0.003397,0.006102,0.009049,0.015669,-0.004996,0.017312,0.00916
19280831,0.070206,0.058396,0.015433,0.062216,0.047886,0.036981,0.07533,0.076558,0.087567,0.073003,0.079106,0.067533
19280929,0.031498,0.049244,0.097367,0.056287,0.045872,0.047999,0.064136,0.059114,0.054335,0.064383,0.028912,0.022603
19281031,0.019228,0.017469,0.025601,0.051576,0.029264,0.018854,0.019236,0.002469,0.018249,-0.01103,0.037063,0.01835
19281130,0.1215,0.115203,0.130821,0.227316,0.088059,0.102203,0.114307,0.124567,0.113406,0.093084,0.127404,0.124411
19281231,0.005557,-0.005552,-0.042115,-0.030924,-0.011626,-0.016361,0.012337,0.018998,-0.007102,0.024673,0.026132,-0.000647
19290131,0.053935,0.033526,0.03707,0.014078,0.026836,0.018479,0.013253,0.025703,0.024849,0.039332,0.065507,0.059319
19290228,-0.000446,0.006487,-0.007803,0.000331,0.004008,0.002708,0.012668,0.00517,0.019399,0.007045,-0.001674,-0.003365
19290328,-0.007808,-0.032105,0.003639,-0.035392,-0.050998,-0.044424,-0.04787,-0.035577,-0.043825,-0.023619,-0.018128,0.004389
19290430,0.017179,0.014024,0.019042,-0.004377,0.007913,-0.001003,0.018287,0.01909,0.03502,-0.004106,0.012951,0.020186
19290531,-0.059923,-0.091046,-0.166509,-0.14534,-0.124481,-0.117397,-0.087943,-0.085604,-0.082233,-0.062092,-0.043471,-0.056839
19290629,0.101573,0.073428,0.088769,0.059679,0.054146,0.047624,0.084693,0.086686,0.088231,0.098724,0.10875,0.104573
19290731,0.045958,0.018561,0.007532,0.03095,0.023216,0.009991,0.005164,0.019716,0.047149,0.009014,0.042647,0.055169
19290830,0.085343,0.028368,-0.015796,-0.027972,-0.004619,0.02113,0.017976,0.037552,0.039934,0.047308,0.077047,0.103681
19290930,-0.050455,-0.04373,-0.034762,-0.120364,-0.021394,-0.052491,-0.040756,-0.036012,-0.015793,-0.028472,-0.043051,-0.057889
19291031,-0.196684,-0.212145,-0.229883,-0.292596,-0.198277,-0.247534,-0.234577,-0.212465,-0.210601,-0.22481,-0.196361,-0.188684
19291127,-0.123812,-0.122533,-0.143028,-0.145817,-0.116742,-0.129928,-0.132945,-0.115422,-0.136501,-0.126292,-0.10072,-0.127686
19291231,0.01639,-0.025598,-0.055723,0.007445,-0.04372,-0.027165,0.007628,-0.009889,0.011206,-0.009426,0.027596,0.02018
19300131,0.058407,0.109826,0.240036,0.167626,0.119549,0.166176,0.073301,0.09246,0.074717,0.052793,0.05773,0.053463
19300228,0.028242,0.033599,0.057641,0.048143,0.024057,0.039716,0.037114,0.021057,0.010029,0.019153,0.038548,0.027676
19300331,0.074631,0.103754,0.113523,0.148527,0.102964,0.082762,0.111455,0.114041,0.090223,0.069006,0.072672,0.071364
19300430,-0.020541,-0.0416,-0.081904,-0.034999,-0.028679,-0.050306,-0.041971,-0.018092,-0.041375,-0.055333,-0.038932,-0.010452
19300529,-0.01401,-0.037227,-0.071979,-0.078269,-0.045166,-0.035207,-0.023946,-0.034191,-0.037347,-0.025789,-0.016607,-0.008523
19300630,-0.15998,-0.188159,-0.237253,-0.226064,-0.231609,-0.220168,-0.195867,-0.190038,-0.180644,-0.165592,-0.168717,-0.152066
19300731,0.041964,0.037631,0.039041,0.011589,0.022182,0.05678,0.064175,0.042877,0.036361,0.03517,0.048418,0.041149
19300829,0.003663,-0.017319,-0.05377,-0.012513,-0.04208,-0.014341,-0.018524,0.005221,-0.020015,-0.013425,0.000124,0.00862
19300930,-0.124805,-0.150475,-0.123727,-0.221217,-0.181852,-0.155971,-0.135511,-0.135387,-0.137273,-0.139872,-0.129182,-0.119795
19301031,-0.086579,-0.096057,-0.112471,-0.10566,-0.109747,-0.11096,-0.092347,-0.090768,-0.09029,-0.097451,-0.095591,-0.082359
19301129,-0.028057,-0.024128,-0.056232,-0.034625,-0.025861,-0.035211,-0.015081,-0.023398,-0.031216,-0.021481,-0.031108,-0.028222
19301231,-0.077739,-0.136846,-0.207887,-0.151164,-0.139404,-0.169597,-0.091007,-0.091987,-0.09202,-0.111207,-0.090503,-0.06842
19310131,0.06378,0.141092,0.281433,0.208469,0.194756,0.144317,0.123567,0.107461,0.081096,0.083028,0.090925,0.05144
19310228,0.109695,0.156753,0.290888,0.243834,0.155307,0.127578,0.143261,0.158058,0.125742,0.120132,0.097909,0.107056
19310331,-0.062866,-0.061871,-0.119358,-0.053174,-0.078331,-0.056364,-0.076851,-0.065308,-0.064719,-0.085468,-0.081896,-0.056536
19310430,-0.100219,-0.15087,-0.232438,-0.212228,-0.16887,-0.16653,-0.139804,-0.172244,-0.12102,-0.135607,-0.118346,-0.087841
19310529,-0.133836,-0.140379,-0.153046,-0.154801,-0.129542,-0.136654,-0.125867,-0.131922,-0.14404,-0.150284,-0.161717,-0.126868
19310630,0.14034,0.18217,0.231803,0.201013,0.178055,0.152165,0.150139,0.151982,0.135384,0.188425,0.158618,0.132178
19310731,-0.066438,-0.070214,-0.068877,-0.057442,-0.07121,-0.063396,-0.076305,-0.073075,-0.07455,-0.062892,-0.073493,-0.064701
19310831,0.003078,-0.018724,-0.063719,-0.063264,-0.033312,-0.011855,-0.009152,0.000652,-0.027168,0.013837,0.002859,0.004637
19310930,-0.291731,-0.312753,-0.350205,-0.329675,-0.325695,-0.319836,-0.333994,-0.323497,-0.299028,-0.325057,-0.314467,-0.281972
